brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews,img_url1,img_url2,img_url3,img_url4,img_url5
HP,Pavilion,Intel,Core i5,8th,8 GB GB,DDR4,128 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,No,76012,0,0,4.3,129,16,,,,,
HP,Spectre,Intel,Core i5,8th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,136590,151133,9,0,0,0,,,,,
HP,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,54990,70171,21,4.2,116,15,,,,,
HP,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,53990,70171,23,4.1,206,17,,,,,
HP,Pavilion,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,67990,78294,13,4.5,108,6,,,,,
HP,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,55999,66050,15,4.8,5,1,,,,,
HP,Pavilion,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,74490,85359,12,4.3,10,0,,,,,
HP,Pavilion,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,58340,74839,22,4,69,6,,,,,
HP,Spectre,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,0,Yes,No,97990,114749,14,5,3,1,,,,,
HP,Pavilion,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,66999,79445,15,4.4,17,1,,,,,
HP,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,ThinNlight,14,1,No,Yes,59999,81684,26,4,4,1,,,,,
HP,Pavilion,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,63990,77327,17,4.7,17,1,,,,,
HP,Pavilion,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,63990,75023,14,4.7,3,0,,,,,
HP,Pavilion,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,72500,80900,10,4.4,40,3,,,,,
HP,14s,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,57990,63179,8,4.3,1541,123,,,,,
HP,Pavilion,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,Missing,1,No,Yes,77990,93565,16,0,0,0,,,,,
HP,Envy,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,Yes,106490,138366,23,4.7,3,0,,,,,
HP,Spectre,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,0,Yes,No,111999,146194,23,0,0,0,,,,,
HP,14s,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,55990,77996,28,4.2,30,4,,,,,
HP,HP,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,1,Yes,Yes,76990,99203,22,4.4,14,2,,,,,
HP,Spectre,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,114990,122803,6,4.4,145,19,,,,,
HP,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,61000,68000,10,4.3,1124,100,,,,,
HP,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,4,Casual,Missing,0,No,No,82000,89000,7,0,0,0,,,,,
HP,Spectre,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,No,126000,152042,17,5,2,1,,,,,
HP,HP,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,Yes,Yes,114999,138166,16,0,0,0,,,,,
HP,Spectre,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,129999,155436,16,0,0,0,,,,,
HP,430,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,Missing,0,No,No,94000,98000,4,0,0,0,,,,,
HP,Pavilion,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,1,No,No,78000,89000,12,4.4,512,85,,,,,
HP,HP,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,14,1,No,Yes,100990,113000,10,0,0,0,,,,,
HP,Pavilion,Intel,Core i5,8th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,64990,68270,4,4.3,23,4,,,,,
HP,15q,Intel,Core i5,8th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,46790,50190,6,4.2,3062,325,,,,,
HP,Missing,Intel,Core i5,7th,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,44599,0,0,4.1,122,12,,,,,
HP,250,Intel,Core i5,10th,8 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,15.6,1,No,Yes,48790,54786,10,3.4,11,1,,,,,
HP,Pavilion,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,71990,87717,17,4.3,127,20,,,,,
HP,Pavilion,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,93190,118776,21,5,4,0,,,,,
HP,Envy,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,Yes,Yes,102990,114751,10,4.7,11,2,,,,,
HP,Envy,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,104000,118776,12,0,0,0,,,,,
HP,Pavilion,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,16,1,No,Yes,90190,107262,15,4.3,6,1,,,,,
HP,Spectre,Intel,Core i7,10th,16 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,239759,0,0,0,0,0,,,,,
HP,Pavilion,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,16,1,No,Yes,92000,113019,18,4.5,8,1,,,,,
HP,Spectre,Intel,Core i7,10th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,162990,192977,15,3.3,3,1,,,,,
HP,Pavilion,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,99999,102500,2,0,0,0,,,,,
HP,Missing,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,Missing,0,No,No,119599,195000,38,0,0,0,,,,,
HP,Envy,Intel,Core i7,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,15.6,1,No,Yes,144690,173453,16,4.2,17,4,,,,,
HP,Spectre,Intel,Core i7,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,179990,216368,16,4.2,13,5,,,,,
HP,OMEN,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,121990,138399,11,0,0,0,,,,,
HP,OMEN,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,116990,132717,11,0,0,0,,,,,
HP,Spectre,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,149999,178464,15,0,0,0,,,,,
HP,OMEN,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,16,1,No,Yes,171990,197862,13,0,0,0,,,,,
HP,Spectre,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,128500,152042,15,3.7,3,1,,,,,
HP,Spectre,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,165000,198825,17,0,0,0,,,,,
HP,HP,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,2,Casual,13.3,1,No,Yes,94990,160134,40,0,0,0,,,,,
HP,Omen,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16.1,1,No,Yes,136990,157563,13,0,0,0,,,,,
HP,15,Intel,Core i7,8th,16 GB GB,DDR4,128 GB,1024 GB,Windows,64-bit,4,Casual,Missing,1,No,No,116941,0,0,0,0,0,,,,,
HP,Chromebook,Intel,Dual Core,10th,4 GB GB,DDR4,0 GB,512 GB,DOS,32-bit,0,Casual,Missing,0,No,No,61745,0,0,4.6,23,4,,,,,
HP,Pentium,Intel,Pentium Quad,Missing,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,32990,36865,10,4.1,77,9,,,,,
HP,Ryzen,AMD,Ryzen 3,Missing,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,37990,46055,17,4.3,2214,241,,,,,
HP,Ryzen,AMD,Ryzen 3,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,43490,52990,17,4.6,163,33,,,,,
HP,Ryzen,AMD,Ryzen 3,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,41490,51748,19,4.2,153,21,,,,,
HP,15s,AMD,Ryzen 3,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,44490,49000,9,4.3,267,42,,,,,
HP,15s,AMD,Ryzen 3,Missing,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,39490,40957,3,4.2,7291,895,,,,,
HP,15q,AMD,Ryzen 3,Missing,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,32917,0,0,4,353,58,,,,,
HP,15s,AMD,Ryzen 3,Missing,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,41999,48294,13,4.3,3524,432,,,,,
HP,Chromebook,MediaTek,MediaTek Kompanio,10th,4 GB GB,DDR4,0 GB,512 GB,DOS,32-bit,0,Casual,Missing,0,No,No,22990,26663,13,3.8,4623,553,,,,,
HP,Chromebook,MediaTek,MediaTek Kompanio,10th,4 GB GB,LPDDR4X,0 GB,512 GB,DOS,32-bit,0,Casual,Missing,0,No,No,22490,24845,9,3.8,4623,553,,,,,
HP,Chromebook,MediaTek,MediaTek Kompanio,10th,4 GB GB,LPDDR4X,0 GB,512 GB,DOS,32-bit,0,Casual,Missing,0,No,No,22990,24845,7,3.8,4623,553,,,,,
HP,Pavilion,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,57990,70172,17,4.5,4740,532,,,,,
HP,Ryzen,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,49970,59808,16,4.5,193,28,,,,,
HP,Ryzen,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,48990,60959,19,4.4,45,5,,,,,
HP,HP,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,59990,76020,21,4.4,1978,188,,,,,
HP,15-ec1105AX,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,58990,70172,15,4.5,1049,134,,,,,
HP,Pavilion,AMD,Ryzen 5,Missing,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,67500,75049,10,4.4,196,19,,,,,
HP,Ryzen,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,15.6,0,No,No,48990,60959,19,4.6,17,1,,,,,
HP,Pavilion,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,57999,70419,17,4.5,86,15,,,,,
HP,Pavilion,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,72990,87717,16,4.7,16,4,,,,,
HP,Pavilion,AMD,Ryzen 5,Missing,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,No,Yes,65990,89992,26,4.4,104,18,,,,,
HP,Envy,AMD,Ryzen 5,Missing,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,Yes,Yes,98020,0,0,0,0,0,,,,,
HP,Pavilion,AMD,Ryzen 5,Missing,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,14,1,No,Yes,63990,74839,14,4.2,90,13,,,,,
HP,Envy,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,Yes,Yes,73999,88840,16,4.6,206,27,,,,,
HP,Ryzen,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,4,Casual,Missing,0,No,No,68100,78900,13,0,0,0,,,,,
HP,Pavilion,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,55090,67931,18,4.4,364,52,,,,,
HP,Pavilion,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,Yes,84208,0,0,0,0,0,,,,,
HP,15s,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,53490,59990,10,4.4,826,118,,,,,
HP,Ryzen,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,Missing,0,No,No,52380,58500,10,0,0,0,,,,,
HP,14s,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,52500,60000,12,4.3,741,67,,,,,
HP,15s,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,54590,59990,9,4.4,349,69,,,,,
HP,Ryzen,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,51890,58657,11,4.3,519,48,,,,,
HP,Pavilion,AMD,Ryzen 5,Missing,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,59999,74839,19,4.1,19,1,,,,,
HP,Pavilion,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,64990,69990,7,3.8,8,1,,,,,
HP,Pavilion,AMD,Ryzen 5,Missing,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,4,Gaming,Missing,1,No,No,59990,68192,12,4.1,1480,151,,,,,
HP,Pavilion,AMD,Ryzen 5,Missing,4 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,Missing,1,No,No,80000,83085,3,4.6,34,6,,,,,
HP,Ryzen,AMD,Ryzen 5,Missing,4 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,52990,57331,7,4.4,698,74,,,,,
HP,Pavilion,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,90990,103215,11,4.6,273,40,,,,,
HP,Ryzen,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,57999,73625,21,4.1,44,5,,,,,
HP,Ryzen,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,16,0,Yes,No,109000,128000,14,0,0,0,,,,,
HP,15s,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,68500,72000,4,4.5,134,22,,,,,
HP,Pavilion,AMD,Ryzen 7,Missing,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,14,1,No,Yes,79990,86352,7,3.5,23,6,,,,,
HP,Pavilion,AMD,Ryzen 7,Missing,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,84990,111108,23,2.8,4,2,,,,,
HP,HP,AMD,Ryzen 7,Missing,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,Yes,Yes,92990,112671,17,0,0,0,,,,,
HP,Pavilion,AMD,Ryzen 7,Missing,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,Yes,84190,109566,23,0,0,0,,,,,
HP,OMEN,AMD,Ryzen 7,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,16,1,No,No,159990,186348,14,4.8,17,2,,,,,
HP,Pavilion,AMD,Ryzen 7,Missing,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,75990,93564,18,4.5,1084,123,,,,,
HP,OMEN,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,16,1,No,Yes,141990,163739,13,0,0,0,,,,,
